,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4: Distribution Wires Down 2015-2019,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL WIRE-DOWN SUSTAINED OUTAGE DETAILS (2015-2019),,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRIBUTION CIRCUIT OUTAGES ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Including 2.5b ME Days, Transformer-Only, and Secondary & Service Conductor Wire-Down Outages; Excluding Fire Mitigation Outages))",,,,,,,,,,,,,,,,,,,,,,,,,,
Division,District Name,Feeder Name,Feeder #,Device,Oper #,Out Date,FNL,In Date,"In
Time",OIS #,Duration,Outage Level,Basic Cause,Supplemental Cause,CESO,C Min,"Open Point
Latitude","Open Point
Longitude",Fault Location,Weather,Failed Equipment,"Failed Equipment
Condition",Event #,"Const
Type",Sus/Mom,Tier
HUMBOLDT     ,FORTUNA         ,EEL RIVER-1102              ,192381102,FUSE         ,3809,20170701,1451,20170701,1653,1822066,122,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,15,"1,690",40.57936,-124.20235,MTR 1007726529 OPEN                                                                                 ,Partly Cloudy;32-90 F                                           ,"Conductor, Overhead         ","Broken, wire on ground      ",17-0059994,OH,Sus,Non 2/3  
MISSION      ,MISSION         ,MT EDEN-1102                ,013761102,TRIP-SAVER   ,11056,20170717,1032,20170717,1234,1833549,122,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,207,"7,398",37.65434,-122.10747,661 LEBANON ST                                                                                      ,Clear;32-90 F                                                   ,"Crossarm, Wood              ","Broken, wire on ground      ",17-0063393,OH,Sus,Non 2/3  
SACRAMENTO   ,MARYSVILLE      ,BOGUE-1106                  ,153781106,JUMPER       ,2704,20171216,1517,20171216,1719,1945416,122,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,2,244,39.08329,-121.65423,MTR 1007585665                                                                                      ,"Clear,Strong Winds;32-90 F                                      ","Conductor, Overhead         ","Broken, wire on ground      ",17-0102166,OH,Sus,Non 2/3  
CENTRAL COAST,SALINAS         ,CASTROVILLE-2103            ,182352103,RECLOSER     ,22156,20190213,0522,20190213,0724,302757,122,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,"1,357","103,270",36.71958,-121.78953,3 SPANS SOURCE SIDE OF LR3704                                                                       ,"Overcast,Heavy Rain,Strong Winds;32-90 F                        ","Conductor, Overhead         ","Broken, wire on ground      ",19-0021794,OH,Sus,Non 2/3  
CENTRAL COAST,HOLLISTER       ,HOLLISTER-2102              ,182492102,OTHER        ,4817,20161129,1110,20161129,1311,1591297,121,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,17,"1,978",36.91928,-121.44970,2669 SHORE RD                                                                                       ,Clear;32-90 F                                                   ,Connector or Splice (OH)    ,"Broken, wire on ground      ",16-0082921,OH,Sus,Non 2/3  
YOSEMITE     ,YOSEMITE        ,SANTA RITA-1102             ,253541102,OTHER        ,9999BP                                            ,20170302,1329,20170302,1530,1717907,121,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,42,"2,373",37.12200,-120.62954,5SP N/OF 9999                                                                                       ,Clear;32-90 F                                                   ,"Conductor, Overhead         ","Broken, wire on ground      ",17-0027898,OH,Sus,Non 2/3  
CENTRAL COAST,HOLLISTER       ,HOLLISTER-2101              ,182492101,FUSE         ,4281,20170710,1041,20170710,1242,1828065,121,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,3,363,36.83338,-121.40111,METER # 1005525809                                                                                  ,Clear;32-90 F                                                   ,Connector or Splice (OH)    ,"Broken, wire on ground      ",17-0061707,OH,Sus,Non 2/3  
YOSEMITE     ,YOSEMITE        ,CANAL-1102                  ,252091102,OCB          ,1102/2                                            ,20180126,1633,20180126,1834,14804,121,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,"2,169","79,297",37.06633,-120.83589,2 E/OF MTR # 1009547114                                                                             ,Clear;32-90 F                                                   ,Connector or Splice (OH)    ,"Broken, wire on ground      ",18-0009409,OH,Sus,Non 2/3  
FRESNO       ,FRESNO          ,TIVY VALLEY-1107            ,252941107,JUMPER       ,WIRE DOWN3P/E/OF 89845                            ,20181024,1412,20181024,1613,201674,121,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,"1,074","122,492",36.72632,-119.22886,3P/E/OF 89845                                                                                       ,Clear;32-90 F                                                   ,"Conductor, Overhead         ","Broken, wire on ground      ",18-0093849,OH,Sus,Tier 2   
SAN JOSE     ,SAN JOSE        ,LLAGAS-2105                 ,083182105,OTHER        ,WIRE DOWN ALEXANDER & E 9TH S/OF TEMP SB          ,20150707,2113,20150707,2313,1264626,120,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,"5,435","91,036",37.00293,-121.56425,TEMP SOLID BLADES ON ALEXANDER ST AND E. 9TH                                                        ,Partly Cloudy;32-90 F                                           ,"Conductor, Overhead         ","Broken, wire on object      ",15-0046170,OH,Sus,Non 2/3  
CENTRAL COAST,COAST           ,ROB ROY-2105                ,083692105,FUSE         ,8605,20170221,1834,20170221,2034,1709313,120,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,1,120,36.96117,-121.88803,3 SPANS  SS OF C/O 8605                                                                             ,"Partly Cloudy,Drizzle;32-90 F                                   ","Conductor, Overhead         ","Broken, wire on ground      ",17-0023820,OH,Sus,Non 2/3  
YOSEMITE     ,YOSEMITE        ,CHOWCHILLA-1104             ,254101104,JUMPER       ,WIRE DOWN 1P/W/OF MTR 1009546047                  ,20180220,0752,20180220,0952,27650,120,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,9,"1,080",37.09126,-120.17484,1P/WOF MTR 1009546047                                                                               ,Clear;32-90 F                                                   ,"Conductor, Overhead         ","Broken, wire on object      ",18-0015565,OH,Sus,Non 2/3  
EAST BAY     ,CENTRAL         ,OAKLAND X-1114              ,012541114,SWITCH       ,CR124                                             ,20151015,0343,20151015,0542,1322325,119,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,360,"42,840",37.79350,-122.24200,OPPOSITE 2821 13TH AVE                                                                              ,Partly Cloudy;32-90 F                                           ,Connector or Splice (OH)    ,"Broken, wire on ground      ",15-0070323,OH,Sus,Non 2/3  
DIABLO       ,DIABLO          ,MEADOW LANE-2106            ,014302106,FUSE         ,7241,20160803,1041,20160803,1240,1520960,119,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,2,238,37.94808,-122.11123,RELIEZ VALLEY RD.                                                                                   ,Clear;32-90 F                                                   ,"Conductor, Overhead         ","Broken, wire on ground      ",16-0054715,OH,Sus,Non 2/3  
KERN         ,KERN            ,WESTPARK-1107               ,253701107,FUSE         ,20303,20170106,1241,20170106,1440,1620359,119,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,7,833,35.38373,-119.05218,BET POLE 2-3 W/OF 20303                                                                             ,Clear;32-90 F                                                   ,Connector or Splice (OH)    ,"Broken, wire on ground      ",17-0004313,OH,Sus,Non 2/3  
HUMBOLDT     ,UKIAH           ,HIGHLANDS-1102              ,043361102,TRANSFORMER  ,218166947086,20160108,0818,20160108,1016,1380238,118,Transformer only          ,Equipment Failure/Involved  ,Overhead                             ,13,"1,534",38.95765,-122.64575,"WOODARD,KYLE: uhl and alvita                                                                        ",Partly Cloudy;32-90 F                                           ,Secondary                   ,"Broken, wire on ground      ",16-0004011,OH,Sus,Non 2/3  
FRESNO       ,FRESNO          ,CALIFORNIA AVE-1103         ,252281103,OTHER        ,WIRE DOWN N/OF D2541                              ,20160224,0703,20160224,0909,1411368,118,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,60,"6,378",36.71497,-119.77893,N/OF D2541                                                                                          ,Overcast;32-90 F                                                ,Insulator                   ,"Broken, wire on ground      ",16-0015180,OH,Sus,Non 2/3  
EAST BAY     ,CENTRAL         ,OAKLAND D-1111              ,012041111,FUSE         ,9187,20160528,1838,20160528,2036,1478613,118,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,441,"51,188",37.84868,-122.28344,2038 MABEL                                                                                          ,Clear;32-90 F                                                   ,Connector or Splice (OH)    ,"Broken, wire on ground      ",16-0039533,OH,Sus,Non 2/3  
SONOMA       ,SANTA ROSA      ,MOLINO-1102                 ,042571102,TRIP-SAVER   ,535,20181002,0839,20181002,1037,185666,118,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,80,"9,440",38.43683,-122.86128,630' N/O FREI RD N/O DRIVEWAY TO 3438 FREI RD                                                       ,"Overcast,Fog,Heavy Rain;32-90 F                                 ",Secondary                   ,"Broken, wire on ground      ",18-0085586,OH,Sus,Non 2/3  
HUMBOLDT     ,FORTUNA         ,RIO DELL-1102               ,192251102,RECLOSER     ,4230,20181214,1025,20181214,1223,240155,118,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,26,"3,068",40.41725,-124.08948,MT PIERCE/WIRE DOWN AT SBCO 750641                                                                  ,Clear;32-90 F                                                   ,"Conductor, Overhead         ","Broken, wire on ground      ",18-0109175,OH,Sus,Tier 2   
DIABLO       ,DIABLO          ,FAIRVIEW-2206               ,013432206,OCB          ,OCB                                               ,20151213,0921,20151213,1118,1360772,117,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,"6,009","100,599",38.01615,-122.11635,Source side of FUCO-8560                                                                            ,"Rain,Overcast;32-90 F                                           ","Conductor, Overhead         ","Broken, wire on ground      ",15-0084634,OH,Sus,Non 2/3  
